ID,Name,Age,Nationality,Overall,Potential,Club,ValueInMillions,WageInThousands,Special,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,WorkRate,JerseyNumber,Joined,ContractValidUntil,HeightInInches,WeightInPounds,ReleaseClause,Jumping,Strength,SprintSpeed,Agility,Balance,Vision,Dribbling,BallControl
214584,F. Armani,31,Argentina,80,80,River Plate,9,22,1224,Right,1,2,1,Medium/ Medium,1,"Jan 12, 2018",2022,6.2,194,12.6,65,82,40,40,34,55,19,29
212692,Rony Lopes,22,Portugal,80,85,AS Monaco,20,65,1878,Left,2,3,4,High/ Medium,7,"Aug 28, 2015",2022,5.9,150,39.5,51,56,76,84,86,77,82,81
212623,Santi Mina,22,Spain,80,85,Valencia CF,20,40,2017,Right,1,4,3,High/ Medium,22,"Jul 4, 2015",2021,5.11,170,43.5,74,73,81,78,75,65,81,80
211748,K. Demirbay,24,Germany,80,84,TSG 1899 Hoffenheim,19.5,37,2074,Left,2,4,4,Medium/ Medium,10,"Jul 13, 2016",2022,6,159,34.6,72,67,67,77,77,81,82,84
211688,Gayà,23,Spain,80,85,Valencia CF,16.5,33,2060,Left,2,3,3,High/ Medium,3,"Sep 13, 2012",2023,5.8,146,35.9,54,61,87,79,83,72,77,81
211575,André Gomes,24,Portugal,80,85,Everton,19.5,130,2065,Right,3,4,4,Medium/ Medium,8,,"Jun 30, 2019",6.2,185,,58,86,62,67,64,81,80,78
211256,N. Tagliafico,25,Argentina,80,82,Ajax,15,20,2025,Left,2,2,3,High/ Medium,3,"Jan 5, 2018",2022,5.7,143,22.1,90,63,86,79,79,68,74,74
210896,M. Sanson,23,France,80,85,Olympique de Marseille,19.5,47,2169,Right,2,4,4,Medium/ Medium,8,"Jan 17, 2017",2021,5.11,161,38.5,75,76,74,79,69,82,77,79
209960,Pacheco,26,Spain,80,83,Deportivo Alavés,13,23,1239,Left,1,2,1,Medium/ Medium,1,"Aug 7, 2015",2020,6.1,179,28.3,72,72,42,62,51,45,13,14
208333,E. Can,24,Germany,80,85,Juventus,19.5,91,2153,Right,2,4,3,High/ High,23,"Jul 1, 2018",2022,6,181,33.6,76,83,73,73,71,79,76,81
208128,H. Çalhanoğlu,24,Turkey,80,84,Milan,19.5,89,2085,Right,3,4,4,Medium/ Medium,10,"Jul 3, 2017",2021,5.1,168,34.6,46,54,69,78,77,80,85,86
207862,M. Ginter,24,Germany,80,82,Borussia Mönchengladbach,15.5,28,1901,Right,2,3,2,Medium/ Medium,4,"Jul 4, 2017",2021,6.2,183,27.5,65,81,69,55,49,68,62,72
207599,M. Keane,25,England,80,83,Everton,15.5,88,1828,Right,2,3,2,Medium/ High,4,"Jul 3, 2017",2022,6.3,181,30.6,82,85,65,59,62,56,66,69
207439,L. Paredes,24,Argentina,80,85,,0,0,2122,Right,2,4,4,Medium/ Medium,5,,,5.11,165,,61,69,69,77,77,82,78,82
206413,T. Stepanenko,28,Ukraine,80,80,Shakhtar Donetsk,12,1,2006,Left,1,3,3,Medium/ High,6,"Jul 1, 2010",2022,5.11,168,25.2,71,76,64,60,73,69,64,78
205988,L. Shaw,22,England,80,85,Manchester United,16.5,96,2047,Left,2,2,3,High/ Medium,23,"Jun 27, 2014",2023,5.11,165,31.8,73,75,85,74,74,69,82,80
205705,Z. Feddal,28,Morocco,80,80,Real Betis,12,29,1765,Left,1,2,2,Medium/ Medium,4,"Jul 24, 2017",2021,6.3,183,25.2,73,81,62,50,33,47,56,67
205693,S. Haller,24,France,80,83,Eintracht Frankfurt,19,41,1889,Right,1,2,3,High/ Medium,9,"Jul 1, 2017",2021,6.3,201,33.7,80,91,76,68,53,72,72,79
205525,Bernard,25,Brazil,80,81,Everton,17.5,97,1917,Right,2,4,4,High/ Medium,20,"Aug 9, 2018",2022,5.5,132,34.6,61,34,86,94,96,77,82,84
205114,T. Inui,30,Japan,80,80,Real Betis,14,30,1974,Right,1,4,4,Medium/ Medium,8,"Jul 2, 2018",2021,5.7,139,29.4,63,51,77,94,93,74,88,82
205070,Portu,26,Spain,80,81,Girona FC,17.5,37,2096,Right,1,4,3,Medium/ Medium,9,"Jul 1, 2016",2022,5.1,154,38.1,71,71,80,79,72,77,82,83
204529,M. Batshuayi,24,Belgium,80,84,Valencia CF,19.5,105,1881,Right,2,5,4,Medium/ Low,21,,"Jun 30, 2019",6.1,172,,80,78,76,75,76,62,78,80
204399,E. Zahavi,30,Israel,80,80,Guangzhou R&F; FC,14.5,24,2006,Right,1,4,4,High/ Low,7,"Jul 1, 2016",2020,6,157,31.2,74,68,72,88,72,81,81,83
204120,T. Vaclík,29,Czech Republic,80,81,Sevilla FC,11.5,17,1223,Right,1,3,1,Medium/ Medium,1,"Jul 4, 2018",2021,6.2,187,25,70,73,35,32,53,68,14,20
203841,N. Pope,26,England,80,83,Burnley,13,48,1215,Right,1,3,1,Medium/ Medium,23,"Jul 20, 2016",2020,6.7,168,25.7,72,73,47,36,45,43,15,24
203747,Héctor Bellerín,23,Spain,80,85,Arsenal,16.5,85,1990,Right,3,3,3,High/ Low,2,"Jul 1, 2014",2023,5.1,163,32.6,63,58,91,82,77,66,75,78
203605,P. Kadeřábek,26,Czech Republic,80,81,TSG 1899 Hoffenheim,14,39,1987,Right,2,2,3,High/ Medium,2,"Jul 1, 2015",2023,6,179,24.9,69,79,78,66,66,68,76,77
203042,J. Butland,25,England,80,85,Stoke City,14,39,1338,Right,2,3,1,Medium/ Medium,13,"Jan 31, 2013",2021,6.5,209,27.7,76,79,55,55,50,40,21,36
202849,J. Vestergaard,25,Denmark,80,81,Southampton,14.5,51,1700,Right,2,4,2,Medium/ Medium,3,"Jul 13, 2018",2022,6.6,216,28.6,33,94,38,29,28,60,44,54
202695,J. Tarkowski,25,England,80,83,Burnley,15.5,56,1858,Right,1,4,2,Medium/ Medium,5,"Feb 1, 2016",2022,6.4,179,30.6,82,81,63,58,57,66,66,70
202477,Deulofeu,24,Spain,80,82,Watford,18.5,56,1926,Right,3,4,4,High/ Low,7,"Jun 11, 2018",2023,5.1,161,36.5,70,54,88,94,77,76,88,86
202335,E. Dier,24,England,80,84,Tottenham Hotspur,16.5,73,2033,Right,2,3,2,Medium/ High,4,"Aug 2, 2014",2021,6.2,198,31.8,77,89,68,52,38,67,65,70
201377,J. Murillo,26,Colombia,80,84,Valencia CF,16,38,1847,Right,2,2,2,Medium/ High,22,"Aug 18, 2018",2022,6,172,34.8,89,80,76,77,72,54,58,64
201144,M. Badelj,29,Croatia,80,80,Lazio,11.5,53,2017,Right,2,4,3,Medium/ Medium,25,"Aug 1, 2018",2022,6.1,176,19.6,58,71,56,68,64,78,72,80
201119,Ismaily,28,Brazil,80,80,Shakhtar Donetsk,11.5,1,2073,Left,1,2,4,High/ High,31,"Feb 14, 2013",2023,5.1,181,24.2,59,75,80,72,82,71,83,81
200536,N. Schulz,25,Germany,80,81,TSG 1899 Hoffenheim,14.5,37,1988,Left,1,2,3,High/ Medium,16,"Jul 8, 2017",2020,5.11,172,25.7,60,76,86,76,73,67,79,78
200458,L. Digne,24,France,80,84,Everton,16,79,2067,Left,2,3,4,High/ Medium,12,"Aug 1, 2018",2023,5.1,163,31.6,73,69,75,68,79,72,76,82
200318,M. Uth,26,Germany,80,81,FC Schalke 04,17.5,42,1943,Left,1,3,3,Medium/ High,7,"Jul 1, 2018",2022,6.1,159,31.1,77,67,76,74,67,71,78,78
200315,Cristian Tello,26,Spain,80,80,Real Betis,16,30,1940,Right,2,4,3,Medium/ Low,11,"Jul 1, 2017",2022,5.1,143,33.6,72,58,89,82,79,74,82,81
199206,D. Vida,29,Croatia,80,80,Beşiktaş JK,11.5,55,1816,Right,3,3,2,Medium/ High,24,"Jan 3, 2018",2022,6,168,21.9,79,77,80,64,63,50,53,66
199110,L. Muriel,27,Colombia,80,81,Sevilla FC,17.5,24,1909,Right,2,4,4,High/ Medium,14,"Jul 11, 2017",2022,5.1,174,38.1,62,80,89,85,80,73,85,83
199069,V. Aboubakar,26,Cameroon,80,82,FC Porto,18,19,1994,Right,3,3,5,High/ Medium,9,"Aug 24, 2014",2021,6,181,37.4,78,85,83,72,63,81,81,80
198784,A. Oxlade-Chamberlain,24,England,80,85,Liverpool,19.5,94,2125,Right,2,4,4,High/ High,21,"Aug 31, 2017",2022,5.9,154,38.5,69,72,85,81,88,81,84,84
197853,S. Aurier,25,Ivory Coast,80,83,Tottenham Hotspur,15.5,82,2091,Right,2,3,3,High/ High,17,"Aug 31, 2017",2022,5.9,168,29.8,94,74,78,73,76,71,76,79
197061,J. Matip,26,Cameroon,80,82,Liverpool,15,99,1846,Right,2,2,2,Medium/ Medium,32,"Jul 1, 2016",2020,6.4,198,29.6,66,77,69,55,47,72,65,69
195861,Y. Rakitskyi,28,Ukraine,80,80,Shakhtar Donetsk,12,1,2113,Left,2,3,3,High/ Medium,44,"Aug 1, 2009",2022,6.1,183,25.2,74,84,72,68,73,75,69,73
194879,Sergi Enrich,28,Spain,80,80,SD Eibar,15.5,34,1926,Right,2,4,3,High/ High,9,"Jul 12, 2015",2019,5.11,170,32.6,81,83,65,70,67,72,76,80
194794,A. Yarmolenko,28,Ukraine,80,80,West Ham United,15,92,2022,Left,3,2,4,High/ Medium,20,"Jul 11, 2018",2022,6.3,183,28.5,61,76,76,73,67,78,86,83
194229,Hugo Mallo,27,Spain,80,81,RC Celta,13.5,27,1905,Right,2,3,3,High/ Medium,2,"Jul 1, 2009",2023,5.9,159,29.4,82,69,71,77,66,64,69,80
194022,André Almeida,27,Portugal,80,80,SL Benfica,12,15,2024,Right,2,3,3,Medium/ High,34,"Jul 1, 2011",2021,6.1,176,24,77,78,66,66,60,69,75,79
193886,D. Didavi,28,Germany,80,80,VfB Stuttgart,15,44,2056,Left,2,3,3,Medium/ Medium,10,"Jul 1, 2018",2021,5.11,170,25.5,76,76,67,75,73,74,81,83
193352,R. Rodríguez,25,Switzerland,80,83,Milan,15.5,81,2178,Left,3,3,4,Medium/ Medium,13,"Jul 1, 2017",2021,5.11,170,27.5,73,75,73,73,70,74,76,78
193061,R. Pereyra,27,Argentina,80,80,Watford,15.5,65,2052,Right,2,4,4,High/ Medium,7,"Aug 19, 2016",2021,6,170,29.5,65,63,76,75,73,80,84,84
192789,Mario Gaspar,27,Spain,80,80,Villarreal CF,12,35,2081,Right,2,3,3,High/ Medium,2,"Jul 1, 2008",2023,6,163,25.2,73,79,80,68,60,57,73,76
191687,Maicon,29,Brazil,80,80,Galatasaray SK,11.5,63,1873,Right,2,3,2,Medium/ High,3,"Jul 1, 2017",2021,6.3,196,21.9,71,90,60,33,45,52,55,60
190815,D. Blind,28,Netherlands,80,80,Ajax,12,22,2075,Left,3,4,3,Medium/ Medium,5,"Jul 17, 2018",2022,5.11,159,16.8,72,74,53,72,75,76,73,80
190778,J. Zoet,27,Netherlands,80,83,PSV,12.5,16,1291,Right,2,4,1,Medium/ Medium,13,"Jul 1, 2009",2021,6.2,194,18.4,57,65,45,54,42,57,15,34
190544,A. Ljajić,26,Serbia,80,81,Beşiktaş JK,17.5,52,1933,Right,2,4,4,High/ Low,22,,"Jun 30, 2019",6,163,,63,58,76,81,79,78,87,86
190286,Canales,27,Spain,80,80,Real Betis,15.5,30,1875,Left,2,3,3,High/ Medium,6,"Jul 3, 2018",2022,5.11,163,32.6,36,56,62,69,69,82,81,80
190264,Iago Falqué,28,Spain,80,80,Torino,15,59,1951,Left,3,3,4,High/ High,14,"Jan 4, 2017",2022,5.9,152,25.5,36,53,76,85,85,78,84,85
189805,L. de Jong,27,Netherlands,80,80,PSV,16,23,1925,Right,2,3,2,Medium/ High,19,"Jul 12, 2014",2021,6.2,190,22.4,81,84,57,58,59,69,66,76
189690,Guaita,31,Spain,80,80,Crystal Palace,9,48,1361,Right,2,3,1,Medium/ Medium,31,"Jul 1, 2018",2021,6.3,176,17.1,68,62,52,63,48,52,16,24
189575,Muniain,25,Spain,80,83,Athletic Club de Bilbao,18.5,31,1977,Right,2,3,4,High/ Medium,10,"Aug 1, 2009",2024,5.7,139,40.2,73,46,75,88,94,77,86,83
189354,Susaeta,30,Spain,80,80,Athletic Club de Bilbao,14,33,1971,Right,2,3,4,High/ Medium,14,"Jun 1, 2007",2019,5.1,150,29.4,65,58,71,81,74,84,85,84
189251,S. Rudy,28,Germany,80,80,FC Schalke 04,12,37,2118,Right,2,3,3,Medium/ Medium,13,"Aug 27, 2018",2022,5.1,163,20.4,65,66,65,77,75,80,78,82
188943,K. Trapp,27,Germany,80,81,Eintracht Frankfurt,11.5,61,1191,Right,2,4,1,Medium/ Medium,31,,"Jun 30, 2019",6.2,190,,75,73,52,42,37,46,10,24
188942,V. Wanyama,27,Kenya,80,82,Tottenham Hotspur,14.5,86,2043,Right,2,3,2,Medium/ High,12,"Jul 1, 2016",2021,6,192,27.9,79,92,61,68,65,64,68,75
188829,N. Nkoulou,28,Cameroon,80,80,Torino,12,50,1878,Right,3,3,3,Medium/ Medium,18,"Jul 1, 2018",2020,6,170,20.4,83,74,72,68,78,63,68,74
188388,R. Boudebouz,28,Algeria,80,80,Real Betis,15,31,2004,Left,2,4,4,High/ Medium,10,"Aug 9, 2017",2021,5.1,163,31.5,61,61,73,78,78,85,81,80
188005,Camacho,28,Spain,80,81,VfL Wolfsburg,13.5,51,2005,Right,2,3,2,Medium/ High,4,"Jul 8, 2017",2021,6,165,24,85,75,55,68,63,76,64,75
186569,S. Ulreich,29,Germany,80,80,FC Bayern München,10,61,1137,Right,2,2,1,Medium/ Medium,26,"Jul 1, 2015",2021,6.4,185,16.5,66,41,40,34,39,42,13,22
186547,M. Musacchio,27,Argentina,80,80,Milan,12.5,85,1892,Right,3,3,3,Medium/ Medium,22,"Jul 1, 2017",2021,5.11,161,21.3,83,76,71,73,68,64,65,67
186537,C. Stuani,31,Uruguay,80,80,Girona FC,13.5,41,2018,Right,1,3,4,Medium/ Low,11,"Jul 21, 2017",2020,6.1,159,28.4,83,78,69,65,62,69,78,79
185122,P. Gulácsi,28,Hungary,80,80,RB Leipzig,10.5,45,1223,Right,2,2,1,Medium/ Medium,1,"Jul 1, 2015",2022,6.4,190,17.9,67,68,44,41,50,36,19,25
184120,Bruno,34,Spain,80,80,Villarreal CF,7,39,1967,Left,3,3,3,Medium/ High,21,"Jul 1, 2005",2020,6,161,14.7,58,72,31,49,60,85,74,78
183427,F. Delph,28,England,80,80,Manchester City,11.5,120,2137,Left,2,3,3,High/ High,18,"Jul 17, 2015",2020,5.9,172,21.3,67,65,72,87,86,73,77,82
180819,A. Lallana,30,England,80,80,Liverpool,13.5,110,2086,Right,3,5,4,High/ High,20,"Jul 1, 2014",2021,5.1,161,25.7,70,64,69,78,75,83,84,85
180334,Marcelo,31,Brazil,80,80,Olympique Lyonnais,10,64,1792,Right,2,2,2,Low/ Medium,6,"Jul 17, 2017",2021,6.3,187,19,81,90,54,49,47,57,51,65
180216,S. Coleman,29,Republic of Ireland,80,80,Everton,11,97,2065,Right,2,3,3,High/ High,2,"Feb 4, 2009",2022,5.1,148,20.9,71,69,75,73,74,70,79,78
180175,Alexandre Pato,28,Brazil,80,80,Tianjin Quanjian FC,15.5,35,1944,Right,3,3,4,High/ Low,10,"Sep 28, 2017",2019,5.11,179,33.3,78,72,85,83,69,66,81,80
178424,Antunes,31,Portugal,80,80,Getafe CF,9.5,27,2149,Left,2,3,3,High/ Medium,3,"Jul 2, 2018",2020,5.9,152,20,63,68,79,76,76,66,74,80
177604,Nacho Monreal,32,Spain,80,80,Arsenal,8,99,2011,Left,2,3,3,High/ Medium,18,"Jan 31, 2013",2019,5.1,159,15.2,74,65,67,70,73,66,73,77
177600,Beñat,31,Spain,80,80,Athletic Club de Bilbao,12.5,30,2071,Right,2,3,3,Medium/ Medium,7,"Jun 26, 2013",2020,5.1,168,26.3,59,70,41,70,73,84,72,80
176915,A. Fernández,32,Argentina,80,80,Beijing Renhe FC,11,20,2068,Right,2,3,4,Medium/ Medium,8,"Jan 31, 2018",2019,5.1,161,23.7,59,73,71,75,79,81,78,81
176600,K. Gameiro,31,France,80,80,Valencia CF,13.5,45,2037,Right,3,3,3,Medium/ Medium,9,"Aug 13, 2018",2021,5.8,154,28.4,85,64,85,81,77,75,75,79
176376,I. Piatti,33,Argentina,80,80,Montreal Impact,9,13,2074,Right,2,4,5,High/ Medium,10,"Aug 15, 2014",2020,5.11,168,13.5,31,73,76,87,81,77,86,84
176104,V. Birsa,31,Slovenia,80,80,Chievo Verona,13,23,2015,Left,2,4,4,Medium/ Medium,10,"Jul 3, 2015",2021,6,179,22.1,68,77,74,68,68,82,84,86
173373,S. Romero,31,Argentina,80,80,Manchester United,9,91,1251,Right,3,3,1,Medium/ Medium,1,"Jul 27, 2015",2021,6.4,192,16.7,63,75,44,52,44,55,12,40
173208,D. Criscito,31,Italy,80,80,Genoa,10,21,2123,Left,2,3,3,Medium/ Medium,4,"Jul 1, 2018",2023,6,165,17,80,73,77,68,65,75,72,73
172114,D. Valeri,32,Argentina,80,80,Portland Timbers,11.5,12,2009,Right,2,3,3,High/ Medium,8,"Jan 10, 2013",2018,5.1,165,17.3,68,63,60,72,73,82,78,82
171833,D. Sturridge,28,England,80,80,Liverpool,15.5,125,1837,Left,3,2,4,Medium/ Low,15,"Jan 2, 2013",2019,5.11,168,29.5,70,66,78,74,64,74,79,80
171579,Raúl García,31,Spain,80,80,Athletic Club de Bilbao,13,30,2165,Right,2,3,4,High/ Medium,22,"Aug 31, 2015",2020,6,185,27.3,76,82,57,66,64,83,78,85
170815,S. Defour,30,Belgium,80,80,Burnley,13.5,65,2138,Right,2,3,3,Medium/ Medium,16,"Aug 16, 2016",2019,5.9,159,25.7,70,68,62,71,79,80,78,80
166706,M. Škrtel,33,Slovakia,80,80,Fenerbahçe SK,6,68,1640,Right,3,2,2,Medium/ High,37,"Jul 15, 2016",2019,6.3,179,11.4,73,86,62,49,52,28,46,57
165109,S. Radu,31,Romania,80,80,Lazio,10,51,1964,Left,2,3,3,Medium/ High,26,"Jan 1, 2008",2020,6,174,17,65,74,68,70,67,60,66,69
164468,G. Cahill,32,England,80,80,Chelsea,8.5,99,1754,Right,3,3,2,Medium/ Medium,24,"Jan 16, 2012",2019,6.4,194,15.7,80,79,48,51,47,56,56,61
163711,L. Diarra,33,France,80,80,Paris Saint-Germain,6,75,1968,Right,3,3,3,Medium/ High,19,"Jan 23, 2018",2019,5.9,163,11.1,76,68,69,79,87,73,73,80
159147,L. Perrin,32,France,80,80,AS Saint-Étienne,8.5,37,1977,Right,2,3,2,Medium/ High,24,"Jul 1, 2003",2020,5.11,176,16.2,81,78,63,63,72,63,62,73
158625,Dante,34,Brazil,80,80,OGC Nice,4.5,37,1820,Left,3,4,2,Medium/ High,31,"Aug 23, 2016",2019,6.2,187,8.5,65,81,41,52,64,62,57,74
156713,A. Granqvist,33,Sweden,80,80,,0,0,1797,Right,2,4,2,High/ Medium,4,,,6.4,185,,64,83,49,55,36,49,49,63
153244,A. Gignac,32,France,80,80,Tigres U.A.N.L.,12,70,1992,Right,3,3,3,Medium/ Medium,10,"Jun 18, 2015",2019,6.2,201,19.2,72,89,68,66,55,72,73,73
150418,M. Gómez,32,Germany,80,80,VfB Stuttgart,12,46,1806,Right,3,4,3,High/ Medium,27,"Jan 1, 2018",2020,6.2,196,20.4,76,86,66,62,50,62,72,71
148119,I. Akinfeev,32,Russia,80,80,PFC CSKA Moscow,8.5,1,1208,Right,3,3,1,Medium/ Medium,1,"Jan 1, 2002",2022,6.1,172,18.7,62,72,50,53,45,59,15,22
147782,I. Denisov,34,Russia,80,80,Lokomotiv Moscow,4.5,1,2044,Right,2,3,3,Medium/ High,27,"Aug 15, 2013",2019,5.9,154,9.4,70,64,65,77,76,72,73,78
146760,Juanfran,33,Spain,80,80,Atlético Madrid,5.5,53,2053,Right,3,3,3,High/ Medium,20,"Jan 1, 2011",2019,5.11,157,11.3,68,74,86,74,63,72,75,78
146748,Diego López,36,Spain,80,80,RCD Espanyol,2,17,1188,Right,3,3,1,Medium/ Medium,13,"Jul 1, 2017",2020,6.5,196,4.2,68,66,52,48,47,53,11,23
146562,Santi Cazorla,33,Spain,80,80,Villarreal CF,8.5,39,2025,Right,3,5,5,High/ Low,19,"Aug 6, 2018",2019,5.6,146,17.9,53,54,52,72,84,86,84,86
146536,Jesús Navas,32,Spain,80,80,Sevilla FC,11.5,22,2048,Right,2,2,3,Medium/ Medium,16,"Jul 28, 2017",2021,5.7,132,24.2,65,35,88,87,87,73,80,80
142754,J. Mascherano,34,Argentina,80,80,Hebei China Fortune FC,4.5,20,1973,Right,4,3,2,Low/ High,14,"Jan 26, 2018",2019,5.9,161,9.7,80,72,62,72,78,68,58,80
140293,A. Mirante,34,Italy,80,80,Roma,6,51,1199,Right,2,2,1,Medium/ Medium,83,"Jul 1, 2018",2021,6.4,174,10.2,62,55,43,50,50,43,24,25
139997,D. Srna,36,Croatia,80,80,Cagliari,1.7,27,2204,Right,3,4,3,High/ High,33,"Aug 22, 2018",2019,5.1,172,2.9,67,72,76,71,65,86,72,83
121944,B. Schweinsteiger,33,Germany,80,80,Chicago Fire,6,11,2093,Right,4,3,3,Medium/ Medium,31,"Mar 21, 2017",2019,6,174,8.7,71,75,37,61,63,81,71,78
110677,Moyá,34,Spain,80,80,Real Sociedad,6,26,1187,Right,2,2,1,Medium/ Medium,13,"Feb 27, 2018",2020,6.2,183,12.6,62,57,34,54,49,68,13,24
54050,W. Rooney,32,England,80,80,DC United,12,13,2126,Right,4,4,3,Medium/ High,9,"Jul 10, 2018",2021,5.9,183,18,74,78,65,66,77,82,74,80
49369,Fernando Torres,34,Spain,80,80,Sagan Tosu,8,10,1885,Right,3,4,3,Medium/ Medium,9,"Jul 16, 2018",2019,6.1,174,10,75,72,78,70,51,76,80,79
49031,S. Sorrentino,39,Italy,80,80,Chievo Verona,1,10,1178,Right,2,3,1,Medium/ Medium,70,"Jul 6, 2016",2022,6.1,187,1.7,74,74,40,52,48,34,14,20
244369,V. Tsygankov,20,Ukraine,79,86,Dynamo Kyiv,18,1,1919,Left,1,4,4,High/ Medium,15,"Jan 1, 2015",2023,5.1,152,41.4,50,47,83,77,73,80,80,81
239818,Rúben Dias,21,Portugal,79,85,SL Benfica,15,10,1641,Right,1,4,2,Medium/ High,6,"Jul 1, 2015",2023,6.1,181,33,76,78,64,47,56,34,54,60
236632,David Neres,21,Brazil,79,86,Ajax,18,18,1884,Left,2,3,5,High/ Medium,7,"Feb 1, 2017",2022,5.9,146,28.8,58,63,86,91,84,78,87,84
233419,Raphinha,21,Brazil,79,86,Sporting CP,18,13,2018,Left,1,3,4,High/ Medium,21,"Jul 1, 2018",2022,5.9,150,39.6,70,65,86,86,82,73,81,80
232097,A. Harit,21,Morocco,79,86,FC Schalke 04,18,27,1870,Right,2,4,5,High/ Medium,25,"Jul 10, 2017",2021,5.11,148,34.2,57,32,77,90,83,77,86,84
231943,Richarlison,21,Brazil,79,86,Everton,18,79,2009,Right,1,5,4,High/ High,30,"Jul 24, 2018",2023,5.11,154,37.8,80,76,85,78,74,72,84,79
231478,L. Martínez,20,Argentina,79,86,Inter,18,54,1892,Right,1,4,4,High/ Medium,18,"Jul 5, 2018",2023,5.9,174,34.2,81,86,83,79,70,72,78,79
230938,F. Kessié,21,Ivory Coast,79,88,Milan,19.5,24,2149,Right,2,4,3,High/ High,14,,"Jun 30, 2019",6,168,,79,87,77,68,79,71,78,79
230498,Luimo Boas Santos,30,Brazil,79,79,Santos,12,26,1895,Right,1,4,4,High/ Medium,11,"Jan 1, 2018",2021,5.9,161,22.8,82,67,82,83,69,75,82,78
230312,Gabri Prestão,26,Brazil,79,79,Internacional,9,24,1153,Right,1,3,1,Medium/ Medium,12,"Jan 1, 2018",2021,6.1,176,17.1,60,60,62,66,43,60,18,20
230251,Melvin Parrela,30,Brazil,79,79,América FC (Minas Gerais),9.5,20,2099,Right,1,3,2,Medium/ Medium,14,"Jan 1, 2018",2021,6.2,194,18.1,71,82,78,67,69,72,72,74
230212,Antônio Chiamuloira,30,Brazil,79,79,Internacional,9.5,30,1813,Left,1,3,2,Medium/ Medium,15,"Jan 1, 2018",2018,6,174,18.1,88,81,72,49,49,47,44,62
230201,Maikel Catarino,34,Brazil,79,79,Atlético Mineiro,3.6,38,1953,Right,1,3,3,High/ Medium,2,"Jan 1, 2018",2021,5.1,165,6.8,51,62,76,82,75,61,78,77
229909,A. Lunev,26,Russia,79,81,,0,0,1217,Right,1,3,1,Medium/ Medium,12,,,6.2,176,,60,70,54,36,50,63,15,17
228941,André Silva,22,Portugal,79,87,Sevilla FC,19,84,1957,Right,2,3,4,High/ Medium,23,,"Jun 30, 2019",6.1,174,,84,74,83,77,72,68,77,79
227796,C. Pulisic,19,United States,79,87,Borussia Dortmund,18,26,1925,Right,3,4,4,Medium/ Medium,10,"Jan 5, 2016",2020,5.1,152,34.2,84,52,88,87,89,78,87,82
227290,M. Dmitrović,26,Serbia,79,80,SD Eibar,10,21,1210,Left,1,2,1,Medium/ Medium,1,"Jul 1, 2017",2021,6.4,198,21.8,45,79,35,32,37,45,8,9
227234,L. Tousart,21,France,79,84,Olympique Lyonnais,14.5,43,1949,Right,2,3,3,Medium/ High,29,"Aug 31, 2015",2023,6.1,183,28.6,81,82,69,64,68,67,69,73
226161,Marcos Llorente,23,Spain,79,87,Real Madrid,16,110,1869,Right,1,3,3,Medium/ Medium,18,"Nov 28, 2014",2021,6,161,36,66,72,59,58,66,76,68,78
225997,B. Verbič,24,Slovenia,79,81,Dynamo Kyiv,15.5,1,1978,Right,1,3,4,High/ Medium,21,"Jan 1, 2018",2023,5.1,154,33.7,72,72,81,78,81,75,81,80
225953,S. Bergwijn,20,Netherlands,79,86,PSV,18,17,1930,Right,1,2,4,Medium/ Medium,22,"Jul 1, 2014",2022,5.1,172,28.8,71,76,88,78,89,73,87,83
225711,A. Diallo,22,France,79,86,Borussia Dortmund,15,43,1876,Left,2,3,3,High/ Medium,4,"Jul 1, 2018",2023,6.1,174,28.5,84,78,77,75,69,68,73,76
225663,A. Golovin,22,Russia,79,85,AS Monaco,17,61,2107,Right,1,4,4,High/ High,17,"Jul 27, 2018",2023,5.11,152,35.7,63,54,83,82,78,78,86,82
225647,M. Campaña,29,Uruguay,79,80,Independiente,10,21,1243,Right,1,3,1,Medium/ Medium,25,"Jan 1, 2017",2021,6.1,165,14.8,60,81,48,40,44,55,18,29
224254,C. Pavón,22,Argentina,79,85,Boca Juniors,17.5,27,2030,Right,1,3,3,High/ Medium,7,"Jul 14, 2014",2022,5.9,172,28,61,73,90,92,85,77,79,76
224069,K. Toko-Ekambi,25,Cameroon,79,80,Villarreal CF,15,38,1878,Right,2,4,3,High/ Medium,7,"Jul 2, 2018",2023,6.1,163,32.6,71,77,83,79,75,65,80,80
223682,Granell,29,Spain,79,79,Girona FC,12,37,2052,Left,1,4,3,Medium/ Medium,6,"Jul 1, 2014",2021,5.9,154,25.2,66,64,60,71,77,78,76,80
223061,F. Cervi,24,Argentina,79,84,SL Benfica,17,15,1996,Left,2,3,5,High/ High,11,"Jan 4, 2016",2023,5.5,137,35.3,60,33,90,91,91,72,85,84
222028,J. Weigl,22,Germany,79,84,Borussia Dortmund,14.5,43,1918,Right,3,3,3,Medium/ Medium,33,"Jul 1, 2015",2021,6.1,159,25.7,67,63,59,77,65,77,74,79
221660,V. Lindelöf,23,Sweden,79,85,Manchester United,14.5,91,1943,Right,2,3,3,Medium/ Medium,3,"Jul 1, 2017",2021,6.2,176,29.7,75,77,77,66,63,67,66,75
220018,A. Rebić,24,Croatia,79,82,Eintracht Frankfurt,16,39,1987,Right,1,3,3,High/ Medium,4,"Dec 20, 2017",2022,6.1,172,28.4,66,83,86,75,66,68,83,79
